% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.090490570e+05 +3.090849570e+05 +3.090849570e+05 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
3 0 +2.688576330e+05 +2.688935330e+05 +2.688935330e+05 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01 +2.1092e-01 -1.0510e+00 +4.7570e-01 -5.0064e-01 -1.9169e-01
4 0 +2.638876136e+05 +2.639235136e+05 +2.639235136e+05 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
9 0 +2.231684420e+05 +2.232043420e+05 +2.232043420e+05 -1.1967e-01 +4.5711e-01 +1.5779e+00 -4.1827e-01 -7.0849e-01 -4.0176e-01 +1.0154e+00 +4.2875e-01 -4.2976e-01 +6.1327e-01
21 0 +1.923015603e+05 +1.923374603e+05 +1.923374603e+05 +4.5779e-01 +6.6078e-01 +1.1831e+00 +1.1538e+00 -1.2777e+00 -8.3783e-01 +6.1504e-01 +6.1379e-01 +6.1505e-01 +3.9527e+00
51 0 +1.590293181e+05 +1.590652181e+05 +1.590652181e+05 +7.0700e-01 +1.7541e-01 +2.4997e+00 +8.2161e-01 +6.2694e-01 +1.1364e+00 -1.2153e+00 -5.2046e-01 -1.1245e+00 -6.3759e-01
52 0 +1.529559005e+05 +1.529918005e+05 +1.529918005e+05 +1.3541e+00 +1.3950e+00 +1.4275e+00 +1.0440e+00 -1.3806e+00 -2.4111e-01 +5.7593e-01 +8.2789e-01 +2.2952e-01 +3.3228e-01
57 0 +5.399918485e+04 +5.403508485e+04 +5.403508485e+04 -1.9522e-01 +1.3589e+00 +2.4451e+00 -2.2657e-01 -9.5026e-01 -1.2830e+00 -2.4259e+00 -2.3130e+00 +5.5236e-01 -1.3382e+00
65 0 +2.155829494e+04 +2.159419494e+04 +2.159419494e+04 +2.2359e+00 +9.0911e-01 +2.4540e+00 -5.3761e-01 -1.3831e+00 -1.2182e+00 -1.4237e+00 -2.1183e+00 -7.1804e-01 +8.6527e-01
71 0 +7.510617564e+03 +7.546517564e+03 +7.546517564e+03 +2.2200e+00 +3.3799e+00 +2.7008e+00 -1.3666e-01 +5.5646e-01 -2.7618e+00 +3.6733e-01 -1.3994e+00 -5.6655e-01 +1.9507e+00
152 0 +1.147027672e+02 +1.506027672e+02 +1.506027672e+02 +2.4298e+00 +4.6820e+00 +4.8589e+00 -1.1457e-01 +2.1515e+00 -4.4207e+00 -3.1484e+00 -4.7289e+00 -3.2640e+00 +2.1118e+00
264 0 +1.112743373e+02 +1.471743373e+02 +1.471743373e+02 +2.9369e+00 +4.9266e+00 +2.8547e+00 -1.3565e+00 -1.6784e+00 -2.7254e+00 -1.6617e+00 -1.0630e+00 -4.4268e+00 +1.5456e+00
376 0 +5.564407644e+01 +9.154407644e+01 +9.154407644e+01 +2.4373e+00 +3.0626e+00 +2.4519e+00 +1.2938e+00 +1.7635e+00 -2.7988e+00 -2.1112e+00 -2.2207e+00 -3.9658e+00 +2.1072e+00
627 0 +5.206712022e+01 +8.796712022e+01 +8.796712022e+01 +2.2439e+00 +3.4758e+00 +3.2749e+00 +2.0567e+00 -5.5708e-01 -1.9682e+00 -2.0662e+00 -5.4183e-01 -4.0865e+00 +1.0217e+00
856 0 +4.717642680e+01 +8.307642680e+01 +8.307642680e+01 +2.2217e+00 +3.7842e+00 +3.9799e+00 +1.9176e+00 +1.9488e+00 -2.4461e+00 -1.7075e+00 -1.9129e+00 -2.5017e+00 +1.5687e-01
931 0 +4.265483415e+01 +7.855483415e+01 +7.855483415e+01 +3.4274e+00 +3.1041e+00 +4.0798e+00 +2.2807e+00 +1.3771e-01 -2.9052e+00 -2.2666e+00 -2.2803e+00 -3.6352e+00 -5.8106e-02
968 0 +3.982256077e+01 +7.572256077e+01 +7.572256077e+01 +2.2054e+00 +2.9412e+00 +2.2760e+00 +7.3807e-01 +1.8980e-01 -3.1672e+00 -3.7676e+00 -2.5697e+00 -2.1340e+00 +2.5963e-01
987 0 +3.042746333e+01 +6.632746333e+01 +6.632746333e+01 +2.5333e+00 +2.2020e+00 +3.6685e+00 +2.0148e+00 -5.9974e-01 -1.8804e+00 -2.5318e+00 -1.5771e+00 -3.6043e+00 -2.8553e-01
1011 0 +2.429032908e+01 +6.019032908e+01 +6.019032908e+01 +1.7208e+00 +2.4796e+00 +3.4571e+00 +1.9685e+00 -1.1801e+00 -3.4219e+00 -3.0650e+00 -2.0191e+00 -3.9627e+00 -7.8383e-01
1056 0 +2.313894107e+01 +5.903894107e+01 +5.903894107e+01 +1.6311e+00 +3.3578e+00 +2.9950e+00 +3.1022e+00 +6.8914e-01 -3.4892e+00 -3.4608e+00 -1.8679e+00 -3.2499e+00 -9.6216e-01
1338 0 +2.224233367e+01 +5.814233367e+01 +5.814233367e+01 +2.9482e+00 +3.3100e+00 +2.8388e+00 +1.7352e+00 -1.2115e+00 -2.8227e+00 -3.0036e+00 -2.5120e+00 -3.5832e+00 -1.0808e+00
1363 0 +2.148897700e+01 +5.738897700e+01 +5.738897700e+01 +2.6533e+00 +2.5339e+00 +3.1916e+00 +2.5479e+00 -7.7781e-01 -2.9772e+00 -3.0746e+00 -2.0259e+00 -4.3512e+00 -7.8934e-01
1376 0 +1.629449786e+01 +5.219449786e+01 +5.219449786e+01 +2.0667e+00 +2.5342e+00 +2.7834e+00 +1.0478e+00 -1.5393e+00 -2.9126e+00 -2.5164e+00 -2.8443e+00 -3.7080e+00 -1.5115e+00
1447 0 +1.261365402e+01 +4.851365402e+01 +4.851365402e+01 +2.6002e+00 +2.1752e+00 +3.0288e+00 +2.4561e+00 -6.2355e-01 -2.7793e+00 -1.7797e+00 -2.3209e+00 -3.1013e+00 -1.0092e+00
1735 0 +1.248444762e+01 +4.838444762e+01 +4.838444762e+01 +2.1312e+00 +2.4616e+00 +2.5414e+00 +1.9964e+00 -9.1349e-01 -2.8074e+00 -3.6378e+00 -2.4016e+00 -3.8495e+00 -1.5656e+00
1737 0 +1.172414028e+01 +4.762414028e+01 +4.762414028e+01 +2.7171e+00 +1.9900e+00 +2.5574e+00 +2.1423e+00 -1.3779e+00 -2.8229e+00 -2.3348e+00 -2.4416e+00 -2.8303e+00 -1.5254e+00
1768 0 +1.071660731e+01 +4.661660731e+01 +4.661660731e+01 +2.1407e+00 +2.4232e+00 +3.0091e+00 +2.3052e+00 -1.2646e+00 -3.0064e+00 -2.6280e+00 -2.3797e+00 -2.4531e+00 -2.0982e+00
1911 0 +6.792958247e+00 +4.269295825e+01 +4.269295825e+01 +2.0767e+00 +2.0773e+00 +2.7910e+00 +2.6758e+00 -1.4191e+00 -3.1306e+00 -2.7153e+00 -2.3273e+00 -3.5335e+00 -1.7507e+00
2081 0 +6.728634308e+00 +4.262863431e+01 +4.262863431e+01 +2.2260e+00 +2.0301e+00 +2.5995e+00 +2.2878e+00 -1.3502e+00 -3.0256e+00 -2.9182e+00 -2.4513e+00 -3.2624e+00 -1.7392e+00
2095 0 +6.476289459e+00 +4.237628946e+01 +4.237628946e+01 +1.9755e+00 +2.1496e+00 +2.8693e+00 +2.4458e+00 -1.1391e+00 -2.9448e+00 -2.3632e+00 -2.6044e+00 -3.0973e+00 -2.0199e+00
2098 0 +5.224981072e+00 +4.112498107e+01 +4.112498107e+01 +2.6740e+00 +1.6403e+00 +2.5056e+00 +2.5049e+00 -5.8603e-01 -3.1561e+00 -2.8770e+00 -2.5143e+00 -2.8495e+00 -1.9136e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.137000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.643424689e+05 +1.643738389e+05 +1.643738389e+05 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
5 0 +1.017071090e+05 +1.017384790e+05 +1.017384790e+05 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
33 0 +6.327828245e+04 +6.330965245e+04 +6.330965245e+04 +1.9700e-01 +6.9516e-01 -7.1822e-01 +2.1924e+00 -9.0602e-01 -1.1142e+00 +1.2581e+00 +8.9166e-01 +7.2412e-01 +7.2835e-01
39 0 +6.154235215e+04 +6.157372215e+04 +6.157372215e+04 -7.3972e-01 -4.9939e-01 -2.0239e+00 -4.2576e-01 -6.5913e-01 +2.5039e-01 +4.4176e-01 +1.9762e+00 +1.0504e+00 -4.7690e-01
62 0 +3.388304909e+04 +3.391441909e+04 +3.391441909e+04 +7.6147e-01 +1.3499e+00 -4.1942e-01 -1.7692e+00 -1.5008e+00 -1.6904e+00 +2.7937e-01 +1.6397e+00 +6.9428e-01 -3.2884e-01
67 0 +3.256814607e+04 +3.259951607e+04 +3.259951607e+04 +9.4451e-01 +8.0198e-02 -1.5848e+00 +3.4463e+00 -2.1245e+00 -2.3548e+00 +1.4575e+00 +5.5924e-01 +1.3867e+00 +9.7810e-01
88 0 +2.113843427e+04 +2.116980427e+04 +2.116980427e+04 -9.7308e-01 -6.2572e-01 -9.3733e-02 +1.3849e+00 -2.1521e+00 -8.7592e-01 +4.6612e-01 +2.1278e+00 +2.0418e+00 -1.2859e+00
105 0 +1.208990008e+04 +1.212127008e+04 +1.212127008e+04 -6.5406e-01 -1.1158e-02 -5.6003e-01 +7.6731e-01 -2.7210e+00 -1.1038e+00 +4.2444e-02 +3.5782e+00 +2.7184e+00 -4.6578e-01
129 0 +6.110284391e+03 +6.141654391e+03 +6.141654391e+03 +3.7534e-03 +1.2802e+00 -1.2696e+00 -1.0029e+00 -3.0338e+00 -2.0793e+00 +6.3921e-01 +1.7827e+00 +2.0068e+00 +2.7798e+00
133 0 +1.919762280e+03 +1.951132280e+03 +1.951132280e+03 +2.3925e+00 +3.9318e+00 -6.8417e-01 -2.3770e+00 -1.5882e+00 -2.3512e+00 -1.5600e+00 +3.0122e+00 +3.5388e+00 +3.5356e-01
221 0 +2.135307055e+02 +2.449007055e+02 +2.449007055e+02 +3.4442e+00 +3.6182e+00 -1.7745e+00 +2.3568e+00 -2.3779e+00 -2.1003e+00 +3.2173e+00 +4.6251e+00 +8.0311e-01 -6.5948e-01
260 0 +2.082745488e+02 +2.396445488e+02 +2.396445488e+02 +2.6998e+00 +1.4059e+00 +2.1939e+00 +2.2856e-01 -3.7579e+00 -3.7016e+00 +2.4717e+00 +1.7444e+00 +4.8987e+00 -8.7849e-02
365 0 +1.290032695e+02 +1.603732695e+02 +1.603732695e+02 +4.3331e+00 +3.6501e+00 -1.9583e+00 +1.9020e+00 -3.8480e+00 -4.3255e+00 +6.6636e-01 +2.2354e+00 +2.5039e+00 +1.6385e+00
481 0 +6.866529071e+01 +1.000352907e+02 +1.000352907e+02 +2.2676e+00 +4.6881e+00 -3.7600e+00 +2.8073e+00 -4.6189e+00 -2.6445e+00 -2.3441e+00 +3.2844e+00 +1.6101e+00 +1.1658e+00
931 0 +5.952575453e+01 +9.089575453e+01 +9.089575453e+01 +1.8329e+00 +2.3811e+00 -2.0745e+00 +1.5491e+00 -3.1970e+00 -2.7522e+00 -2.5065e+00 +4.6714e+00 +1.5741e+00 +3.0386e+00
1001 0 +5.285612535e+01 +8.422612535e+01 +8.422612535e+01 +1.6377e+00 +3.0630e+00 -2.3740e+00 +2.2805e+00 -2.6802e+00 -2.2616e+00 -2.5319e+00 +4.7150e+00 +1.9396e+00 +2.5919e+00
1069 0 +4.778892203e+01 +7.915892203e+01 +7.915892203e+01 +1.5250e+00 +2.9237e+00 -4.7570e+00 +7.2798e-01 -2.4929e+00 +2.8413e-01 -3.2564e+00 +3.9136e+00 +1.0047e+00 +2.1477e+00
1102 0 +4.705128015e+01 +7.842128015e+01 +7.842128015e+01 +2.2595e+00 +4.2916e+00 -3.4080e+00 +3.0845e+00 -2.6769e+00 -1.5206e+00 -2.3420e+00 +3.8141e+00 +1.8705e+00 -1.3240e-01
1205 0 +2.861452307e+01 +5.998452307e+01 +5.998452307e+01 +1.1109e+00 +2.9557e+00 -3.3499e+00 +3.2782e+00 -3.4962e+00 -2.1288e+00 -2.6053e+00 +2.8025e+00 +1.6022e+00 +7.2725e-01
1473 0 +2.712806034e+01 +5.849806034e+01 +5.849806034e+01 -4.6738e-01 +2.6126e+00 -2.4653e+00 +3.1527e+00 -3.3633e+00 -1.7634e+00 -3.2353e+00 +3.4007e+00 +2.4068e+00 +1.0699e+00
1560 0 +2.345476649e+01 +5.482476649e+01 +5.482476649e+01 +1.3865e+00 +3.5385e+00 -4.3122e+00 +3.4237e+00 -3.0045e+00 -2.6667e-01 -3.5608e+00 +3.2905e+00 +1.0033e+00 +1.3532e+00
1932 0 +1.567612070e+01 +4.704612070e+01 +4.704612070e+01 +4.3354e-01 +3.1027e+00 -3.3576e+00 +3.2680e+00 -2.8882e+00 -2.0485e-01 -3.7461e+00 +2.7427e+00 +1.8586e+00 +5.6394e-01
