% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.790586283e+01 +2.477586283e+01 +2.477586283e+01 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
2 0 +1.398791472e+01 +2.085791472e+01 +2.085791472e+01 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
6 0 +1.209096662e+01 +1.896096662e+01 +1.896096662e+01 +4.2408e-01 -2.8508e-01 -5.7692e-01 +7.1168e-01 +1.1310e+00 +1.0313e+00 -7.3922e-01 -2.0921e-01 +4.3126e-01 +1.0755e+00
11 0 +7.420184017e+00 +1.429018402e+01 +1.429018402e+01 -1.3154e+00 -3.2065e-01 -2.4271e-01 -7.0228e-01 -6.1286e-02 +5.0405e-01 +1.9862e+00 +2.7458e-01 +3.5755e-01 +2.5554e-02
15 0 +6.320188400e+00 +1.319018840e+01 +1.319018840e+01 +3.2746e-01 +1.4071e+00 -1.5075e+00 +2.8463e-01 +3.5988e-01 +8.8182e-01 -1.1370e+00 -1.2205e+00 +6.2194e-01 +3.9698e-01
25 0 +5.221448208e+00 +1.209144821e+01 +1.209144821e+01 -6.9252e-01 -1.4736e-02 +6.0499e-01 +9.6576e-01 -1.1003e+00 -2.3450e-01 -3.7495e-01 -5.5333e-01 +1.8655e+00 +5.0498e-01
169 0 +3.841651856e+00 +1.071165186e+01 +1.071165186e+01 -4.3690e-01 -1.5153e+00 +2.6612e-01 +1.4878e+00 -1.7618e+00 +1.0430e+00 -1.0313e-01 +8.7910e-01 +1.9420e+00 +1.3504e+00
170 0 +3.215088650e+00 +1.008508865e+01 +1.008508865e+01 -2.4475e+00 -1.0605e+00 +1.6426e+00 +1.9254e+00 -5.6167e-01 +6.0692e-01 +6.3959e-01 -1.1155e+00 +2.4662e+00 +1.2893e+00
692 0 +2.951260994e+00 +9.821260994e+00 +9.821260994e+00 +2.0063e+00 +1.5860e+00 +4.9531e-01 +2.4653e-01 -1.3699e+00 +1.2467e+00 -1.7029e+00 +1.6698e+00 -1.1588e+00 +1.0941e+00
1462 0 +2.739558629e+00 +9.609558629e+00 +9.609558629e+00 +4.2426e-01 +4.0512e+00 -4.6723e+00 -1.1705e+00 -2.2680e+00 +4.3247e+00 -1.5945e+00 +2.8719e+00 +3.0530e+00 -3.4808e+00
