% f evaluations | g evaluations | best noise-free fitness - Fopt (4.078000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.971655738e+01 +1.104965574e+02 +1.104965574e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
2 0 +1.678455227e+01 +5.756455227e+01 +5.756455227e+01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
7 0 +9.459257437e+00 +5.023925744e+01 +5.023925744e+01 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01
33 0 +6.305900796e+00 +4.708590080e+01 +4.708590080e+01 -2.0793e+00 +6.6306e-01 +1.2379e+00 -2.0745e+00 +1.1132e+00
64 0 +5.130417950e+00 +4.591041795e+01 +4.591041795e+01 -2.0189e+00 +4.3741e-01 -4.5597e-03 -9.8985e-01 +4.2643e-01
109 0 +3.055752026e+00 +4.383575203e+01 +4.383575203e+01 -1.8434e+00 +6.0988e-01 +6.1215e-01 -2.1924e+00 +3.9716e-01
136 0 +2.342156272e+00 +4.312215627e+01 +4.312215627e+01 -1.8929e+00 +1.3972e+00 +8.5022e-01 -2.2559e+00 +4.7100e-01
142 0 +2.002163998e+00 +4.278216400e+01 +4.278216400e+01 -1.4840e+00 +1.3818e+00 +5.4366e-01 -1.3282e+00 +1.0541e+00
153 0 +1.958807594e+00 +4.273880759e+01 +4.273880759e+01 -1.2346e+00 +1.2781e+00 +4.0587e-01 -1.3186e+00 +5.7104e-01
237 0 +1.855625313e+00 +4.263562531e+01 +4.263562531e+01 -1.6285e+00 +1.4980e+00 +2.6968e-01 -1.6043e+00 +7.8489e-01
242 0 +1.680233981e+00 +4.246023398e+01 +4.246023398e+01 -1.5642e+00 +1.3762e+00 +6.9790e-01 -1.7564e+00 +4.0953e-01
275 0 +1.660768129e+00 +4.244076813e+01 +4.244076813e+01 -1.9337e+00 +1.0861e+00 +3.3874e-01 -1.4169e+00 +6.0272e-01
291 0 +1.634496928e+00 +4.241449693e+01 +4.241449693e+01 -1.8157e+00 +1.1377e+00 +4.9693e-01 -1.7684e+00 +3.9068e-01
304 0 +1.570130386e+00 +4.235013039e+01 +4.235013039e+01 -1.4828e+00 +1.1502e+00 +6.6959e-01 -1.4964e+00 +6.2727e-01
313 0 +1.458651859e+00 +4.223865186e+01 +4.223865186e+01 -1.9385e+00 +1.3269e+00 +5.1014e-01 -1.5733e+00 +5.2434e-01
384 0 +1.441198766e+00 +4.222119877e+01 +4.222119877e+01 -1.5995e+00 +1.3054e+00 +6.5324e-01 -1.5550e+00 +7.0338e-01
419 0 +1.311000637e+00 +4.209100064e+01 +4.209100064e+01 -1.7824e+00 +1.2393e+00 +4.4032e-01 -1.5701e+00 +5.2122e-01
485 0 +1.278294025e+00 +4.205829403e+01 +4.205829403e+01 -1.6628e+00 +1.2732e+00 +5.0596e-01 -1.5756e+00 +5.0789e-01
504 0 +1.266945885e+00 +4.204694589e+01 +4.204694589e+01 -1.7070e+00 +1.2962e+00 +6.0789e-01 -1.5100e+00 +5.4638e-01
513 0 +1.261035247e+00 +4.204103525e+01 +4.204103525e+01 -1.7765e+00 +1.2565e+00 +5.4560e-01 -1.5146e+00 +5.1631e-01
534 0 +1.260165775e+00 +4.204016577e+01 +4.204016577e+01 -1.7243e+00 +1.2363e+00 +4.9924e-01 -1.4769e+00 +5.2768e-01
560 0 +1.253981507e+00 +4.203398151e+01 +4.203398151e+01 -1.6826e+00 +1.2329e+00 +5.2412e-01 -1.5204e+00 +5.3739e-01
569 0 +1.251962567e+00 +4.203196257e+01 +4.203196257e+01 -1.7024e+00 +1.2625e+00 +5.7900e-01 -1.5126e+00 +5.5643e-01
571 0 +1.249705911e+00 +4.202970591e+01 +4.202970591e+01 -1.7419e+00 +1.2655e+00 +5.5220e-01 -1.5271e+00 +5.2638e-01
590 0 +1.248442490e+00 +4.202844249e+01 +4.202844249e+01 -1.7005e+00 +1.2664e+00 +5.3482e-01 -1.5355e+00 +5.3172e-01
603 0 +1.247734589e+00 +4.202773459e+01 +4.202773459e+01 -1.7249e+00 +1.2813e+00 +5.4968e-01 -1.5108e+00 +5.4829e-01
604 0 +1.246558709e+00 +4.202655871e+01 +4.202655871e+01 -1.7218e+00 +1.2547e+00 +5.5598e-01 -1.5235e+00 +5.5249e-01
611 0 +1.245942248e+00 +4.202594225e+01 +4.202594225e+01 -1.7135e+00 +1.2649e+00 +5.5113e-01 -1.5236e+00 +5.4395e-01
670 0 +1.245708920e+00 +4.202570892e+01 +4.202570892e+01 -1.7252e+00 +1.2530e+00 +5.4381e-01 -1.5216e+00 +5.4717e-01
686 0 +1.245681675e+00 +4.202568167e+01 +4.202568167e+01 -1.7218e+00 +1.2619e+00 +5.3652e-01 -1.5149e+00 +5.5276e-01
733 0 +1.245570627e+00 +4.202557063e+01 +4.202557063e+01 -1.7176e+00 +1.2575e+00 +5.4754e-01 -1.5114e+00 +5.4698e-01
793 0 +1.245500044e+00 +4.202550004e+01 +4.202550004e+01 -1.7242e+00 +1.2589e+00 +5.4064e-01 -1.5114e+00 +5.4409e-01
829 0 +1.245489649e+00 +4.202548965e+01 +4.202548965e+01 -1.7226e+00 +1.2599e+00 +5.4246e-01 -1.5105e+00 +5.4525e-01
830 0 +1.245462976e+00 +4.202546298e+01 +4.202546298e+01 -1.7188e+00 +1.2621e+00 +5.4452e-01 -1.5110e+00 +5.4481e-01
853 0 +1.245417140e+00 +4.202541714e+01 +4.202541714e+01 -1.7194e+00 +1.2629e+00 +5.3639e-01 -1.5156e+00 +5.4629e-01
859 0 +1.245401635e+00 +4.202540163e+01 +4.202540163e+01 -1.7200e+00 +1.2570e+00 +5.3790e-01 -1.5158e+00 +5.3988e-01
861 0 +1.245382155e+00 +4.202538215e+01 +4.202538215e+01 -1.7157e+00 +1.2637e+00 +5.4174e-01 -1.5201e+00 +5.4408e-01
874 0 +1.245363638e+00 +4.202536364e+01 +4.202536364e+01 -1.7201e+00 +1.2615e+00 +5.4308e-01 -1.5136e+00 +5.4657e-01
879 0 +1.245350129e+00 +4.202535013e+01 +4.202535013e+01 -1.7194e+00 +1.2576e+00 +5.4137e-01 -1.5162e+00 +5.4892e-01
887 0 +1.245295713e+00 +4.202529571e+01 +4.202529571e+01 -1.7199e+00 +1.2609e+00 +5.4117e-01 -1.5192e+00 +5.4486e-01
922 0 +1.245289053e+00 +4.202528905e+01 +4.202528905e+01 -1.7179e+00 +1.2599e+00 +5.3918e-01 -1.5154e+00 +5.4274e-01
935 0 +1.245278914e+00 +4.202527891e+01 +4.202527891e+01 -1.7178e+00 +1.2593e+00 +5.4350e-01 -1.5172e+00 +5.4518e-01
959 0 +1.245269986e+00 +4.202526999e+01 +4.202526999e+01 -1.7198e+00 +1.2586e+00 +5.4145e-01 -1.5164e+00 +5.4403e-01
1094 0 +1.245257681e+00 +4.202525768e+01 +4.202525768e+01 -1.7179e+00 +1.2590e+00 +5.4081e-01 -1.5169e+00 +5.4374e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.600000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.546721115e+01 +3.386721115e+01 +3.386721115e+01 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
5 0 +2.544185483e+01 +2.384185483e+01 +2.384185483e+01 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01
8 0 +2.095013016e+01 +1.935013016e+01 +1.935013016e+01 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
14 0 +2.046912819e+01 +1.886912819e+01 +1.886912819e+01 +1.4562e+00 +2.7990e-02 +1.1035e+00 +4.6164e-01 -5.4512e-01
21 0 +1.051275934e+01 +8.912759343e+00 +8.912759343e+00 -1.3154e+00 -3.2065e-01 -2.4271e-01 -7.0228e-01 -6.1286e-02
72 0 +9.284314586e+00 +7.684314586e+00 +7.684314586e+00 +1.7763e+00 +1.0092e-01 +1.0029e+00 -1.1031e+00 +9.7624e-01
74 0 +8.173126299e+00 +6.573126299e+00 +6.573126299e+00 +1.7116e+00 -1.5614e-01 +9.2242e-01 -5.8434e-01 +9.1990e-01
221 0 +7.981905371e+00 +6.381905371e+00 +6.381905371e+00 +2.0241e+00 -2.7276e-01 +1.3347e+00 -2.3956e-01 +1.4278e+00
301 0 +7.811189126e+00 +6.211189126e+00 +6.211189126e+00 +2.1330e+00 -1.2367e-01 +1.9710e+00 -4.1830e-02 +8.6120e-01
303 0 +7.596978097e+00 +5.996978097e+00 +5.996978097e+00 +1.7720e+00 -6.0018e-02 +1.4738e+00 -4.2537e-02 +6.9643e-01
367 0 +7.360682951e+00 +5.760682951e+00 +5.760682951e+00 +1.8792e+00 -2.9731e-01 +1.5552e+00 +1.1077e-01 +8.6952e-01
380 0 +7.306413969e+00 +5.706413969e+00 +5.706413969e+00 +1.7715e+00 -2.3578e-01 +1.4597e+00 -1.4161e-01 +1.1501e+00
446 0 +7.223728628e+00 +5.623728628e+00 +5.623728628e+00 +1.9030e+00 -2.3151e-01 +1.6437e+00 -3.7432e-02 +8.2088e-01
468 0 +7.175729315e+00 +5.575729315e+00 +5.575729315e+00 +1.8875e+00 -3.5608e-01 +1.5140e+00 -8.9465e-02 +1.0743e+00
497 0 +7.157994162e+00 +5.557994162e+00 +5.557994162e+00 +1.8632e+00 -2.0480e-01 +1.7049e+00 -1.6064e-01 +1.0190e+00
509 0 +7.074021345e+00 +5.474021345e+00 +5.474021345e+00 +1.9657e+00 -3.1250e-01 +1.6178e+00 -2.6182e-01 +8.5614e-01
515 0 +7.058260104e+00 +5.458260104e+00 +5.458260104e+00 +1.8902e+00 -3.1452e-01 +1.5637e+00 -1.3749e-01 +9.7205e-01
581 0 +7.047803257e+00 +5.447803257e+00 +5.447803257e+00 +1.9955e+00 -2.8137e-01 +1.5254e+00 -2.7397e-01 +9.3464e-01
603 0 +7.039266802e+00 +5.439266802e+00 +5.439266802e+00 +1.8368e+00 -3.1927e-01 +1.5266e+00 -2.5718e-01 +1.0154e+00
606 0 +7.030757953e+00 +5.430757953e+00 +5.430757953e+00 +1.9111e+00 -2.5973e-01 +1.5637e+00 -2.5034e-01 +9.8300e-01
649 0 +7.026092646e+00 +5.426092646e+00 +5.426092646e+00 +1.9442e+00 -2.8738e-01 +1.5732e+00 -2.6725e-01 +9.5482e-01
685 0 +7.024407097e+00 +5.424407097e+00 +5.424407097e+00 +1.9132e+00 -2.6408e-01 +1.5386e+00 -2.9730e-01 +9.7301e-01
721 0 +7.023373677e+00 +5.423373677e+00 +5.423373677e+00 +1.8362e+00 -3.1326e-01 +1.5299e+00 -2.5453e-01 +9.3599e-01
727 0 +7.017573395e+00 +5.417573395e+00 +5.417573395e+00 +1.8795e+00 -2.9845e-01 +1.5324e+00 -2.3601e-01 +9.1360e-01
735 0 +7.017531241e+00 +5.417531241e+00 +5.417531241e+00 +1.8951e+00 -3.3379e-01 +1.5737e+00 -2.3560e-01 +9.4676e-01
778 0 +7.016178949e+00 +5.416178949e+00 +5.416178949e+00 +1.9043e+00 -3.3584e-01 +1.5537e+00 -2.3101e-01 +9.5055e-01
805 0 +7.015821027e+00 +5.415821027e+00 +5.415821027e+00 +1.8886e+00 -2.9871e-01 +1.5371e+00 -2.9896e-01 +9.5363e-01
815 0 +7.013733993e+00 +5.413733993e+00 +5.413733993e+00 +1.8923e+00 -3.3081e-01 +1.5206e+00 -2.8860e-01 +9.4640e-01
817 0 +7.013615201e+00 +5.413615201e+00 +5.413615201e+00 +1.9048e+00 -3.4058e-01 +1.5261e+00 -2.6755e-01 +9.4742e-01
832 0 +7.013408965e+00 +5.413408965e+00 +5.413408965e+00 +1.8803e+00 -3.2536e-01 +1.5324e+00 -2.8201e-01 +9.3443e-01
