% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.984910205e+02 +1.298491020e+03 +1.298491020e+03 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
4 0 +2.938053637e+02 +1.293805364e+03 +1.293805364e+03 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
5 0 +2.686715148e+02 +1.268671515e+03 +1.268671515e+03 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
6 0 +2.376751905e+02 +1.237675191e+03 +1.237675191e+03 +4.2408e-01 -2.8508e-01 -5.7692e-01 +7.1168e-01 +1.1310e+00 +1.0313e+00 -7.3922e-01 -2.0921e-01 +4.3126e-01 +1.0755e+00
40 0 +2.070141682e+02 +1.207014168e+03 +1.207014168e+03 -7.9841e-01 +5.9192e-01 -1.2202e+00 +1.9315e+00 +1.2794e+00 -3.6918e-01 -1.6131e+00 +1.4539e+00 -1.4540e-02 +1.3378e+00
56 0 +1.896582381e+02 +1.189658238e+03 +1.189658238e+03 -6.3100e-01 +1.1655e+00 +2.2743e-01 +5.2946e-01 +8.1676e-01 -4.7018e-01 -8.4307e-01 +6.0941e-01 +1.3508e+00 +3.4692e-01
59 0 +1.550497406e+02 +1.155049741e+03 +1.155049741e+03 -1.9285e+00 +1.4274e+00 +3.7615e-01 +1.3214e+00 +7.3233e-01 -1.1019e+00 -1.5925e+00 +4.9860e-01 +3.2002e-01 -7.2780e-01
123 0 +1.546104320e+02 +1.154610432e+03 +1.154610432e+03 -1.7946e+00 +1.4259e+00 -3.8509e-01 +2.8025e+00 +3.1013e+00 -2.2336e+00 -1.5138e+00 +6.3556e-01 +1.3336e-01 -2.8427e-01
134 0 +1.474295100e+02 +1.147429510e+03 +1.147429510e+03 +1.4544e-01 -3.9369e-01 +1.2221e+00 +1.0083e+00 +9.3481e-01 -7.5124e-01 -1.7145e+00 +2.2615e+00 +4.8015e-01 +2.5497e-01
190 0 +1.389885612e+02 +1.138988561e+03 +1.138988561e+03 -1.1692e+00 +1.1471e+00 +2.5913e-01 +1.8531e+00 +7.8674e-01 -2.9985e+00 -7.1901e-01 -6.8396e-01 -1.0756e-01 -1.2769e+00
280 0 +1.370357302e+02 +1.137035730e+03 +1.137035730e+03 +1.8919e-01 +1.2465e+00 +7.8694e-01 +3.0669e+00 +1.5294e+00 -1.9361e+00 -2.2274e+00 +8.4083e-01 -1.7613e+00 -4.8253e-01
360 0 +1.149214171e+02 +1.114921417e+03 +1.114921417e+03 -3.6758e+00 +2.8329e+00 +2.9064e+00 +3.1243e+00 +1.7940e+00 -3.5641e+00 -4.0824e+00 +2.2901e-01 -4.8125e-01 -8.9986e-01
511 0 +1.086925531e+02 +1.108692553e+03 +1.108692553e+03 -1.3733e+00 +2.3798e+00 +1.6833e+00 +2.4360e+00 +1.6001e+00 -2.9753e+00 -1.8477e+00 +8.6005e-03 -2.6219e+00 -3.4199e-02
518 0 +7.645859724e+01 +1.076458597e+03 +1.076458597e+03 -2.6211e+00 +2.7353e+00 +2.7577e+00 +3.6943e+00 +3.2109e+00 -2.6083e+00 -2.6144e+00 -6.1446e-01 -1.9876e+00 -1.3097e+00
687 0 +7.558191257e+01 +1.075581913e+03 +1.075581913e+03 -1.7258e+00 +2.2216e+00 +2.8782e+00 +2.8182e+00 +2.8752e+00 -3.1719e+00 -2.4798e+00 -4.6153e-01 -1.7762e+00 -1.0009e+00
745 0 +7.421768147e+01 +1.074217681e+03 +1.074217681e+03 -2.2296e+00 +3.3928e+00 +2.8574e+00 +2.5410e+00 +2.2344e+00 -3.1865e+00 -2.0462e+00 -1.0612e+00 -2.8527e+00 -1.8209e+00
837 0 +7.402991570e+01 +1.074029916e+03 +1.074029916e+03 -2.2573e+00 +2.7944e+00 +4.0754e+00 +2.3914e+00 +2.7866e+00 -2.8187e+00 -1.7383e+00 -2.7926e-01 -1.1671e+00 -6.5647e-01
